I am the first test trainer.;Ich bin der erste Test-Trainer.;
--;--;
--;--;
--;--;
--;--;
--;--;
--;--;
If you have Pokémon with you, then you are\nan official Pokémon Trainer!\rYou can't say no to my challenge!;Wenn du Pokémon bei dir hast, bist du offiziell\nein Pokémon-Trainer!\rDaher kannst du meine Herausforderung\nnicht ablehnen!;
Hahah! Our eyes met!\nI'll take you on with my Bug Pokémon!;Haha! Unsere Augen haben sich getroffen!\nIch besiege dich mit meinen\nKäfer-Pokémon!;
Did you just become a Pokémon Trainer?\nWe're both beginners!;Bist du gerade erst Trainer geworden?\nDann sind wir ja beide Anfänger.;
I'm going to keep winning and aim\nto be the best Pokémon Trainer.\rHelp me further my career!;Mein Ziel? Stets gewinnen und der beste\nTrainer aller Zeiten werden.\rHilf mir bei meiner Karriere!;
Leaving footprints in the sand is so fun!;Spuren im Sand zu hinterlassen,\ndas macht Spaß!;
I fished up a tough-looking Pokémon.\rIt has this magical quality to it!\nIt surely looks tough, yes it does!;Ich habe mir ein stark aussehendes Pokémon\ngeangelt!\rEs sieht wirklich sehr stark aus!;
We must have been fated to meet.\nMay I ask you for a battle?;Das Schicksal hat uns zusammengeführt.\nDarf ich um einen Kampf bitten?;
I caught a whole bunch of Pokémon!\rGo, go, go!\nMy Bug Pokémon team!;Ich habe eine Menge Pokémon gefangen!\rLos, los, los!\nMein Käfer-Pokémon-Team!;
--;--;
If you take Bug Pokémon to school,\nyou get to be instantly popular!;Wenn du ein Käfer-Pokémon mit zur Schule\nbringst, bist du sofort beliebt.;
Oh, sure, I'll accept your challenge.\nI have a lot of money.;Natürlich nehme ich die Herausforderung an.\nIch habe eine Menge Geld.;
Should I|\nOr shouldn't I?\rOkay, sure, I will battle!;Soll ich|\nOder soll ich nicht?\rOkay, natürlich kämpfe ich!;
Why keep it a secret?\nI'm the Water Pokémon expert.\rHuh?\nYou don't know me?;Warum soll ich es für mich behalten?\nIch bin der Wasser-Pokémon-Experte.\rWie?\nDu kennst mich nicht?;
My Bug Pokémon are tough!\nLet's battle!;Meine Käfer-Pokémon sind stark!\nLass uns kämpfen!;
I study at school, and I study on\nthe way home, too!;Ich lerne in der Schule.\nUnd ich lerne auf dem Heimweg!;
My Pokémon rule!\nCheck them out!;Meine Pokémon sind die besten!\nSchau sie dir an!;
--;--;
If you can't beat me, you won't stand\na chance against Roxanne!;Wenn du mich nicht besiegen kannst,\nhast du keine Chance gegen Felizia.;
We might be in the middle of town, but so what?\nMy Rock Pokémon need room to rampage!;Wir sind hier mitten in einer Stadt, na und?\nMeine Gestein-Pokémon brauchen Auslauf!;
Don't take us Gym Trainers lightly!\nI'll show you why we're better!;Unterschätze die Trainer einer Arena nicht!\nIch zeige dir, warum wir die Besten sind!;
--;--;
--;--;
--;--;
--;--;
--;--;
--;--;
If the tunnel doesn't go through, then\nI'll just go over the top.;Wenn es keinen Tunnel gibt,\nnehme ich die Bergroute.;
It's a dead end up here.\nI'm bored, so can we battle?;Eine Sackgasse. Mir ist langweilig,\nkönnen wir kämpfen?;
We'll rock you hard!;Meine Gestein-Pokémon werden\nes dir zeigen!;
Mia: We are twins, so we battle\nPokémon together.;Mia: Wir sind Zwillinge, also\nkämpfen wir auch gemeinsam.;
Might is right!\nCome on!;Die Macht bestimmt alles!\nKomm schon!;
If you mean to pass, it has to be\nthrough me!;Wenn du hier vorbei willst, musst du erst\nan mir vorbei!;
I'll show you the gumption of\na sailing man!;Ick zeig' dia, wie viel Köppchen 'n\noller Seemann hat!;
There's no need for Brawly to be involved!\nI'll crush you!;Man muss doch Kamillo nicht mit so etwas\nNichtigem belästigen!\rIch mache dich fertig!;
Ufufu|\nAre you stumbling around in the dark?;Huhuhu|\nWas stolperst du im Dunklen herum?;
Don't you dare brush me off!\nIt's not my fault if you cry!;Du forderst mich heraus? Dann wundere\n dich nicht, wenn du weinst wie ein Baby!;
--;--;
What do people do if they need to go\nto a washroom?\rWhat if my Rod hooks a big one while\nI'm in the washroom? I just can't go|;Was machen Angler, wenn sie mal auf die\nToilette müssen?\rIch gehe nicht. Niemals! In der Zeit\nkönnte ja etwas anbeißen.;
Which do you prefer, fishing in the\nsea or a stream?;Was bevorzugst du? Fischen im\nMeer oder im Fluss?;
Hahahah! I'm a lousy runner, but in\nthe water you can't catch me!;Hahaha! Ich bin ein lausiger Läufer,\naber im Wasser fängst du mich nicht!;
The sea is my backyard. I'm not going\nto take it easy because you're a kid!;Das Meer ist mein Garten. Ich werde es\ndir nicht leicht machen, Kind!;
--;--;
